Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-03-01,Clothing,Cash,Formal Wear,3351.63,288.56
2023-03-02,Utilities,Online,Internet Service,1596.84,38.01
2023-03-02,Clothing,Online,Athletic Wear,929.95,7.69
2023-03-02,Clothing,Online,Fashion Accessories,587.63,33.16
2023-03-02,Transportation,Cash,Car Maintenance,4726.05,110.03
2023-03-02,Travel,Online,Local Transportation,453.67,32.75
2023-03-03,Travel,Online,Local Transportation,403.89,7.27
2023-03-03,Subscriptions,Cash,Gaming Subscriptions,381.7,14.06
2023-03-03,Transportation,Cash,Vehicle Registration Fees,1568.85,123.64
2023-03-03,Subscriptions,Cash,Software Licenses,1205.31,114.35
2023-03-03,Dining Out,Cash,Coffee Shop Visit,465.57,19.99
2023-03-04,Entertainment,Cash,Sports Events Tickets,1708.03,105.3
2023-03-05,Entertainment,Cash,Sports Events Tickets,1131.2,57.01
2023-03-05,Transportation,Cash,Car Loan Payment,9682.11,897.73
2023-03-05,Health & Fitness,Cash,Yoga Classes,827.09,69.16
2023-03-05,Clothing,Online,Underwear And Socks,351.13,22.58
2023-03-05,Clothing,Cash,Athletic Wear,1998.48,147.19
2023-03-06,Dining Out,Cash,Desserts And Treats,336.22,8.05
2023-03-06,Entertainment,Cash,Movie Tickets,310.53,28.9
2023-03-06,Entertainment,Cash,Art Supplies,693.01,36.97
2023-03-06,Clothing,Cash,Casual Wear,2828.85,144.43
2023-03-06,Dining Out,Online,Coffee Shop Visit,221.86,10.23
2023-03-07,Subscriptions,Cash,Software Licenses,1891.73,89.19
2023-03-07,Clothing,Online,Work Attire,2938.26,11.84
2023-03-07,Dining Out,Cash,Dinner At A Restaurant,2337.36,176.41
2023-03-08,Housing,Online,HOA Fees,1138.22,7.25
2023-03-08,Dining Out,Online,Buffet Meals,1813.49,169.84
2023-03-08,Entertainment,Cash,Streaming Equipment,1534.43,91.37
2023-03-08,Transportation,Cash,Ride-Sharing Services,1377.56,44.92
2023-03-09,Utilities,Online,Mobile Phone Bill,1369.02,122.01
2023-03-09,Travel,Cash,Baggage Fees,868.07,63.44
2023-03-09,Health & Fitness,Online,Health Screenings,1469.87,140.3
2023-03-09,Clothing,Cash,Fashion Accessories,499.67,22.83
2023-03-09,Dining Out,Cash,Coffee Shop Visit,123.47,0.36
2023-03-10,Groceries,Cash,Staple Grains,496.42,30.43
2023-03-10,Entertainment,Online,Books And E-Books,409.1,7.34
2023-03-10,Health & Fitness,Cash,Gym Membership,2705.11,28.05
2023-03-11,Dining Out,Cash,Coffee Shop Visit,100.12,4.35
2023-03-11,Subscriptions,Cash,Online Learning Platforms,2667.92,70.15
2023-03-11,Utilities,Online,Gas Bill,610.96,37.03
2023-03-11,Housing,Cash,Home Repairs,9711.05,319.44
2023-03-11,Groceries,Cash,Meat And Fish,1097.56,71.54
2023-03-12,Entertainment,Online,Streaming Equipment,4914.28,8.22
2023-03-12,Transportation,Online,Public Transit Pass,743.41,58.62
2023-03-12,Transportation,Online,Vehicle Registration Fees,1495.55,12.06
2023-03-12,Travel,Cash,Car Rentals,4242.31,179.19
2023-03-12,Dining Out,Online,Brunch With Friends,760.99,62.88
2023-03-12,Dining Out,Cash,Coffee Shop Visit,194.7,10.89
2023-03-13,Groceries,Cash,Dairy Products,1669.07,84.63
2023-03-13,Housing,Cash,Utilities Included,163.1,6.92
2023-03-14,Transportation,Online,Car Loan Payment,3522.91,16.47
2023-03-14,Clothing,Online,Seasonal Clothing,2911.87,112.21
2023-03-14,Health & Fitness,Cash,Personal Training Sessions,4384.92,279.4
2023-03-14,Dining Out,Online,Coffee Shop Visit,129.88,5.23
2023-03-14,Dining Out,Online,Dinner At A Restaurant,2620.57,58.48
2023-03-15,Clothing,Cash,Work Attire,1698.41,146.1
2023-03-15,Health & Fitness,Cash,Nutritional Supplements,930.89,58.4
